Concentration,Temperature,Doping (mol%),Response
283.62,241.33,6,8.89
148.19,193.56,0,2.4
333.24,183.97,9,4.18
170.71,279.98,9,3.66
221.28,261.64,9,5.04
269.65,165.23,3,1.49
70.98,177.1,0,1.9
305.92,268.29,0,3.06
276.16,192.65,6,8.82
351.67,212.81,3,4.61
68.67,215.41,0,2.88
270.61,252.04,6,7.44
340.75,285.38,9,3.06
262.81,242.3,3,5.21
22.69,155.6,9,1.55
340.46,270.74,3,4.26
181.66,253.93,9,5.43
319.13,253.51,0,3.74
256.33,187.68,9,4.8
298.18,263.46,9,4.86
55.3,202.25,9,6.46
266.08,201.27,0,2.48
231.47,244.62,6,7.28
196.44,180.12,9,3.64
52.91,210.23,9,7.28
386.57,170.45,9,2.59
272.09,243.64,0,3.72
249.56,271.23,0,2.92
293.91,157.63,9,1.73
288.91,212.33,6,11.72
348.3,246.3,0,3.83
35.4,153.92,6,0.85
335.16,199.3,3,3.05
238.86,209.28,3,4.45
283.62,257.85,0,3.6
104.03,167.44,9,2.38
79.54,192.16,9,5.49
85.19,189.29,0,2.29
73.79,287.69,0,2.27
123.39,251.98,3,4.77
27.23,243.99,9,5.53
18.12,174.3,0,1.49
195.54,250.29,6,7.89
285.34,194.12,6,7.59
217.09,204.7,0,2.41
192.39,284.96,6,4.62
124.89,245.18,9,5.5
227.64,155.74,9,1.56
138.1,219.75,9,6.58
185.4,254.84,0,3.88
201.05,196.15,3,2.64
379.81,190.27,0,1.89
346.31,182.71,9,4.07
334.39,171.99,0,1.69
202.37,277.94,3,4.16
161.19,267.45,6,6.46
141.54,163.94,9,2.16
339.38,208.55,9,7.17
34.45,283.57,3,3.96
156.43,246.72,0,3.82
169.94,210.26,3,4.47
322.67,214.31,3,4.87
344.95,190.2,6,7.87
387.79,197.48,6,9.7
269.6,224.29,3,5.59
262.69,246.93,6,8.26
152.94,170.31,9,2.45
18.3,233.62,0,3.19
178.88,266.19,6,6.37
96.76,166.43,3,1.42
17.26,183.06,6,4.86
373.02,246.65,3,4.89
322.04,193.67,3,2.36
322.48,193.28,0,2.25
321.58,153.23,3,1.05
4.32,242.6,3,5.16
56.24,228.3,9,6.06
262.36,261.22,9,5.12
31.43,240.28,0,3.4
352.9,271.65,9,4.46
349.72,291.97,3,3.96
88.79,211.56,6,11.88
223.6,220.67,9,6.7
253.36,190.9,6,7.72
157.59,231.24,9,5.77
70.05,230.37,3,6.03
189.7,203.88,3,3.64
376.59,175.49,0,1.73
222.48,262.93,3,4.43
287.5,200.28,3,3.31
349.43,193,6,9.38
70.15,216.67,0,2.74
365.94,208.55,6,11.86
206.58,251.27,9,5.42
34.77,195.52,6,9.7
259.8,217.31,3,5.06
300.33,181.1,9,3.94
98.38,196.64,0,2.27
288.91,212.33,0,2.84
385.25,268.92,0,3.11
307.43,264.81,3,4.44
269.04,250.99,0,3.97
170.96,198.81,9,5.94
82.53,192.44,6,7.63
127.88,177.38,9,3.35
28.23,174.79,6,3.65
46.43,173.32,6,3.01
232.99,271.79,9,4.6
224.38,188.73,6,7.2
26.88,157.56,9,1.68
239.74,290.62,3,4.13
40.31,175.91,0,1.68
16.11,282.74,3,4.16
309.85,277.67,6,4.7
175.76,279,0,2.58
79.46,298.8,3,4.09
377.89,189.84,3,1.63
293.45,271.93,6,5.28
173.65,226.13,9,6.3
88.08,231.87,9,5.89
268.76,211.7,0,2.69
155.06,156.08,3,1.19
14.12,283.28,0,2.51
166.07,186.14,9,4.41
240.01,238.8,0,3.48
214.31,161.42,0,1.12
316.62,204.85,3,3.71
39.13,173.74,0,1.56
212.12,277.81,6,5.24
230.76,166.25,0,1.37
54.17,173.32,9,3.07
194.67,244.83,6,7.87
185.02,257.99,9,5.16
16.84,225.08,6,10.72
15.72,192.72,6,8.42
24.06,263.53,6,5.32
358.05,275.01,0,2.65
14.26,184.88,9,4.45
395.98,199.37,0,2.44
393.43,244.17,3,5.03
363.03,157.28,0,1.04
334.39,171.99,6,3.73
380.02,178.78,6,4
4.34,178.5,6,4.43
321.77,217.38,3,5.17
335.6,182.12,3,1.79
268.48,233.62,9,5.82
151.91,254.91,6,7.43
389.48,168.77,9,2.45
5.59,237.19,9,5.75
218.68,241.7,3,5.36
42.75,257.92,0,3.78
129.83,253.93,0,3.83
148.72,210.16,9,7.31
201.87,215.76,9,6.94
110.43,253.72,9,5.28
101.78,153.29,9,1.34
38.66,271.64,3,4.13
95.74,230.47,9,5.86
91.52,157.56,6,1.42
270.52,177.45,9,3.41
304.23,232.24,3,5.87
371.81,200.08,0,2.51
2.21,155.04,0,0.97
133.72,280.27,9,3.55
325.19,255.75,6,6.26
33.66,164.08,6,2.08
247.93,275.71,9,4.21
53.61,202.81,9,6.62
51.22,191.18,0,2.22
239.78,284.17,3,4.12
69.64,276.62,6,4.29
173.61,286.5,0,2.33
378.69,189.62,3,1.82
79.49,154.97,6,2.02
146.27,164.41,3,1.38
245.37,185.72,6,6.43
243.33,234.49,3,5.76
162.76,252.74,0,3.9
344.81,268.01,0,3.22
134.63,183.69,9,4.07
76.64,172.81,3,1.54
327.68,258.69,0,3.48
212.63,246.95,3,4.98
337.08,155.25,3,1.17
84.82,258.9,0,3.59
379.81,190.27,6,6.36
111.99,198.11,0,2.31
23.39,230.61,9,5.89
121.25,265.63,0,3.25
279.58,212.36,3,4.58
278.97,221.44,6,11.29
59.7,259.25,3,4.64
84.94,150.91,6,0.47
34.2,212.96,6,10.92
384.25,167.86,3,1.38
119.22,156.9,3,1.1
20.57,218.42,0,2.67
263.14,252.46,0,3.79
330.02,285.66,0,2.42
243.86,273.61,9,4.33
95.82,160.58,6,1.63
135.29,203.16,9,6.48
82.34,248.75,0,4.08
106.08,165.69,6,1.77
37.96,204.77,9,6.72
225.36,225.11,3,5.73
100.71,159.87,6,2.06
222.24,266.61,9,4.83
9.31,176.4,0,1.71
311.94,239.08,6,8.37
36.63,219.68,6,11.01
361.82,191.95,9,5.25
259.87,209.25,9,7.16
276.94,264.96,3,4.46
127.73,178.71,0,1.83
176.31,210.44,6,12.13
322.83,180.84,3,1.55
41.64,261.57,0,3.51
7.79,267.1,9,4.98
238.03,260.31,9,5.05
294.58,206.38,0,2.56
62.3,247.35,9,5.58
271.13,279.63,9,3.55
167.03,225.78,0,3.06
2.09,283.14,6,4.65
220.95,280.27,3,4.04
395.33,205.4,9,6.83
14.8,222.14,6,10.84
385.35,241.12,9,5.8
297.99,173.53,9,3.02
370,181.8,9,4.04
66.82,248.05,0,3.82
115.67,197.5,3,2.77
118.94,221.51,0,2.93
169.09,187.37,3,1.67
159.27,207.64,6,10.81
233.35,182.43,0,1.89
379.92,185.58,6,6.29
214.22,197.8,3,2.86
251.37,204.03,3,3.72
397.3,171.61,3,1.55
140.21,206.8,3,4.09
129.47,198.32,6,9.24
248.12,189.15,6,6.97
92.67,226.27,0,3.09
371.75,197.9,6,8.71
260.49,252.32,6,6.61
353.68,258.76,6,6.09
123.92,183.69,3,1.6
107.54,194.72,3,2.41
129.35,262.13,0,3.53
222.71,230.14,3,5.94
104.46,295.72,3,4.03
74.66,273.59,3,4.34
332.68,288.04,0,1.98
344.05,239.01,6,9.23
213.04,199.02,0,2.32
233.82,277.56,3,4.22
165.18,287.9,9,2.67
317.61,202.88,6,11.63
127.59,176.26,6,3.6
260.57,215.97,0,2.91
90.13,197.9,9,5.98
157.66,189.99,9,5.07
4.41,272.07,6,5.94
44.02,158.61,0,0.96
201.07,160.3,6,0.78
285.22,156.45,3,1.25
318.07,171.57,0,1.6
159.14,197.41,0,2.5
294.56,248.26,6,8.08
142,262.27,6,5.76
201.51,196.71,9,6.06
358.72,191.6,0,2.25
185.05,243.92,6,8.28
191.95,224.1,0,3.11
195.76,227.21,3,5.69
130.81,253.23,6,6.72
286.39,211.35,0,2.68
65.05,185.37,6,5.96
233.22,213.24,6,11.97
113.94,160.09,0,1.18
183.27,288.81,0,2.18
356.35,186.7,9,4.61
337.82,221.93,6,11.05
160.96,240.05,3,5.41
314.07,151.75,0,0.87
163.87,196.6,3,2.74
145.23,239.57,9,5.77
79.71,192.47,3,1.93
16.26,223.33,9,6.22
223.15,287.84,3,4.04
383.25,250.1,3,4.81
216.89,281.32,0,2.69
243.67,262.55,9,4.98
43.16,156.93,0,1.02
251.85,208.41,9,7.12
44.77,248.82,0,4.01
99.09,173.04,6,3.6
22.75,276.66,3,4.23
216.7,205.9,3,3.87
327.13,253.65,6,7.43
345.43,199.72,9,5.94
222.08,163.1,0,1.25
56.32,164.63,3,1.4
244.59,236.44,3,5.55
213.51,189.92,9,5.03
3.91,239.85,6,9.29
85.97,210.18,3,4.52
99.87,220.6,6,11.62
201.25,174.51,0,1.67
123.51,276.27,9,4.16
347.31,248.68,0,3.92
182.76,237.33,9,5.88
41,232.92,6,9.23
29.82,154.76,0,1
136.73,213.52,0,2.86
368.63,197.69,9,5.84
342.01,252.18,9,5.31
381.13,198.32,3,2.9
28.73,250.29,9,5.58
240.29,150.35,9,1.29
70.12,263.74,0,3.5
336.35,274.59,0,2.75
189.51,216.67,9,6.84
295.44,159,3,1.3
380.21,283.34,3,4.1
308.36,218.7,0,2.96
365.3,169.12,6,2.55
395.09,225.22,0,3.18
225.36,180.33,9,3.92
163.59,162.61,9,2.07
336.38,219.4,9,6.74
278.52,222.49,0,3.17
129.28,159.45,0,1.29
358.9,204.63,9,6.78
157.56,259.32,9,4.98
5.88,160.06,3,1.16
110.6,225.08,9,6.17
127.2,158.54,6,2.03
65.17,174.72,6,3.56
117.78,167.51,6,1.65
129.74,270.25,9,4.72
35.48,192.23,6,8.65
248.12,189.15,0,2.03
335.74,154.65,3,1.01
338.32,183.62,9,4.22
123.06,254.07,9,5.34
108.33,171.64,6,2.91
301.39,273.21,3,4.24
159.47,268.5,6,6.05
347.44,182.71,0,1.96
141.71,200.95,3,3.41
251.76,183.62,6,5.7
81.39,205.6,3,3.78
332.38,240.87,3,5.28
271.03,161.91,0,1.13
176.42,153.01,9,1.39
16.07,185.37,9,4.31
199.28,243.08,6,8.69
83.15,213.03,0,2.81
25.68,238.1,0,3.45
350.99,192.55,3,2.04
382.69,290.55,3,4.08
376.45,198.62,3,2.94
267.02,191.74,0,2.13
176.81,278.84,3,4.19
182.17,194.68,9,5.34
384.43,209.04,0,2.71
302.91,254.45,3,4.89
77.61,151.26,9,1.44
336.81,264.93,0,3.39
260.13,243.5,6,8.16
116.67,238.87,6,9.56
216.89,281.32,6,5.57
392.15,186.69,3,1.84
388.27,186.99,3,1.67
246.52,201.78,3,3.35
213.18,262.9,6,6.54
252.1,195.17,3,2.59
219.44,293.4,3,4.22
78.31,256.03,6,6.75
98.67,242.03,9,5.75
161.48,151.75,9,1.29
69.41,267.52,6,6.19
210.07,257.78,0,3.32
251,224.17,6,10.59
179.48,254.28,6,7.62
384.48,175.63,0,1.69
188.38,239.07,3,5.43
253.75,170.56,3,1.41
242.47,187.89,6,6.29
366.93,219.75,6,12.05
130.08,252.13,3,4.8
16.67,275.64,0,2.8
273.01,264.51,3,4.63
276.97,261.36,6,5.71
398.53,283.91,0,2.51
44.68,281.74,9,3.32
11.14,266.38,3,4.37
236.45,174.76,3,1.57
3.19,256.66,9,5.28
373.72,250.33,3,4.76
347.56,251.69,6,7.42
353.17,220.91,3,5.21
287.53,170.73,9,2.79
117.78,167.51,0,1.29
314.69,171.01,9,2.5
96.6,210.11,3,4.46
133.7,285.94,0,2.32
254.04,174.23,0,1.48
144.09,155.1,3,1.16
125.09,267.45,9,4.75
10.32,268.78,6,5.09
72.64,204.91,0,2.6
41.37,269.91,3,4.3
265.4,164.5,6,2.11
26.6,200.57,6,9.21
353.51,213.66,9,6.96
275.64,262.78,3,4.48
246.35,223.19,6,11.31
309.6,161.26,3,1.31
169.65,206.31,0,2.55
228.75,287.55,0,2.35
291.84,156.02,0,1.1
310.29,240.7,9,5.73
38.87,168.14,0,1.51
58.98,286.36,0,2.34
14.12,280.83,9,3.56
38.89,162.26,9,1.99
382.13,274.17,6,5.32
399.05,214.46,3,4.9
327.13,253.65,0,3.89
198.2,218.98,6,10.62
159.53,255.4,0,3.68
347.96,207.01,6,11.44
358.44,158.47,6,0.87
51.02,267.8,9,4.6
89.72,177.46,3,1.63
332.95,257.45,3,4.7
254.97,171.22,6,3.23
22.99,233.41,9,5.89
393.01,283.49,3,4.03
123.96,217.51,9,6.92
90.6,162.12,6,1.76
32.04,286.42,3,4.03
355.5,228.44,6,10.85
266.74,213.11,3,4.8
25.35,199.3,0,2.22
300.47,239.22,3,5.35
183.2,163.13,3,1.41
394.66,180.89,6,5.06
150.89,256.8,9,5.15
196.44,196.3,3,2.72
224.51,156.51,0,1
135.78,241.61,0,3.77
82.27,277.46,6,4.97
387.4,277.95,0,2.82
253.08,156.15,3,1.3
152.78,277.39,0,2.61
109.45,234.6,0,3.24
375.63,211.23,3,4.62
296.66,227.29,3,5.77
304.31,156.44,6,0.91
225.63,172.51,3,1.45
197.07,171.43,9,2.68
164.52,260.46,3,4.53
264.97,171.24,3,1.39
236.97,151.96,0,0.81
175.59,171.71,6,2.91
249.66,213.87,6,11.46
45.69,174.51,9,3.1
174.45,214.08,0,2.83
241.74,286.04,3,4.15
190.94,245.37,3,5.14
77.36,164.64,9,2.11
57,239.5,6,8.96
91.28,188.94,9,4.83
398.86,192.86,9,5.43
171.11,225.29,6,10.41
303.3,227.53,6,9.88
283.35,230.54,0,3.12
76.37,211.53,3,4.56
385.06,171.92,0,1.64
240.45,150.56,0,0.77
56.34,208.27,6,10.55
84.58,194.96,0,2.22
89.81,214.64,9,7.03
201.29,240.56,9,5.69
390.34,171.36,0,1.55
390.14,180.47,9,3.74
190.41,273.75,6,5.16
200.16,157.43,3,1.16
61.75,198.88,6,10
155.76,205.83,3,3.99
372.61,267.94,9,4.73
223.57,248.19,9,5.49
207.23,288.18,0,2.29
268.59,186.02,3,1.73
160.89,232.29,9,5.95
388.23,273.47,9,4.65
240.24,266.26,6,6.45
353.94,236.82,3,5.82
389.78,199.79,9,6.13
113.05,249.38,9,5.61
147.18,283.56,6,4.24
372.16,257.83,3,4.77
252.73,178.99,0,1.8
160.31,210.51,6,10.93
331,180.17,3,1.65
56.94,153.99,9,1.39
139.68,163.66,0,1.32
354.44,221.21,3,5.37
334.12,161.56,6,1.74
320.88,154.69,0,1.06
250.95,265.7,9,4.71
216,262.69,6,5.99
66.11,200.13,3,2.9
211.86,166.36,3,1.36
286.33,245.67,0,3.82
301.69,269.27,9,4.68
69.76,297.22,3,4.05
160.6,282.44,0,2.5
4.84,275.99,6,5.13
89.71,164.92,0,1.39
212.85,194.33,0,2.19
216.55,274.49,3,4.35
276,263.81,0,3.42
363.61,245.74,6,7.57
325.93,241.68,6,8.81
278.19,254.14,6,6.13
14.75,160.16,0,1.23
300.7,208.3,3,4.25
33.64,180.4,0,1.96
95.51,224.66,0,2.94
362.54,181.73,6,5.54
103.93,272.35,6,5.59
278.83,210.09,9,7.27
149.32,210.93,6,11.17
231.12,261.88,3,4.76
193.42,258.2,0,3.64
272.06,230.75,0,3.1
314.76,274.24,0,2.76
289.8,179.69,9,3.63
287.04,261.29,0,3.44
88,194.26,9,5.46
128.83,194.89,6,9.46
106.96,188.79,3,1.68
315.45,286.15,0,2.42
291.29,161.14,6,1.83
22.55,186.98,6,6.75
267.29,254.7,6,7.95
286.99,274.87,9,4.26
351.9,159.03,9,1.86
233.3,256.18,3,4.74
295.49,192.62,3,1.97
121.68,177.01,3,1.66
363.73,153.01,6,1.15
355.57,212.89,9,7.11
116.79,165.27,9,2.21
128.31,161.63,6,1.95
23.14,227.04,0,3.23
179.44,284.05,0,2.26
27.49,206.95,3,4.16
17.37,258.41,0,3.66
209.99,186.63,9,4.53
173.53,256.45,9,5.23
278.06,270.04,9,4.8
395.83,184.95,9,4.38
357.64,236.14,6,9.03
252.37,166.06,3,1.37
236.97,151.96,6,1.05
362.35,212.19,9,7.18
159.47,268.5,0,3.16
283.07,286.08,6,4.57
140.24,189.5,6,7.87
29.62,155.39,6,1.1
96.21,260.53,3,4.54
6.18,167.09,0,1.28
214.26,204.4,3,3.73
281.63,189.22,6,7.34
141.37,259.25,0,3.54
198.68,153.68,3,0.92
214.84,168.98,9,2.39
153.53,287.48,6,5.04
289.37,229.14,0,3.21
155.69,216.56,3,4.96
183.72,220.46,9,6.38
197.77,179.62,6,5.25
158.87,212.54,0,2.88
224.93,265.91,9,4.91
116.28,236.07,9,5.89
259.4,188.72,3,1.83
2.55,231.8,0,3.33
238.97,216.46,0,2.89
226.01,281.6,0,2.46
165.46,160.43,3,1.14
286.01,200.71,9,6.31
254.52,281.81,0,2.4
232.79,238.17,6,9.01
387.55,233.83,0,3.41
310.16,260.03,9,5.08
188.91,158.4,3,1.22
348.61,233.69,0,3.39
115.05,184.74,3,1.74
30.06,237.05,9,6.12
130.72,242.52,3,5.51
318.61,237.54,0,3.53
233.78,194.57,3,2.52
62.1,210.65,6,11.38
116.02,183.77,3,1.7
188.21,253.44,9,5.36
394.67,239.43,0,3.62
384.73,155.53,9,1.49
170.17,198.39,6,10.01
346.71,173.41,3,1.63
187.67,263.53,9,4.93
395.32,239.85,9,5.83
394.61,196.29,6,8.68
299.98,209.6,6,10.89
199.43,236.21,9,5.83
172.36,247.77,6,7.1
348.57,183.84,3,1.8
332.85,231.66,0,3.4
269.21,181.73,9,4.04
369.61,204.07,9,6.58
80.37,263.88,0,3.26
371.27,216.78,3,5.09
297.58,203.44,0,2.49
343.51,199.37,3,3.09
311.81,263.01,3,4.54
387.96,150.77,6,1.2
350.66,188.8,6,7.26
52.35,254.14,9,5.3
193.82,224.96,3,5.68
233.51,179.19,3,1.58
322.27,248.54,0,4.09
142.39,173.11,0,1.59
269.24,260.76,3,4.52
376.18,166.81,0,1.31
321.03,233.55,9,5.91
289.48,234.32,9,5.91
370.9,197.55,9,5.88
107.93,285.59,0,2.4
94.57,202.6,9,6.53
293.03,218.07,0,2.99
309.39,247.07,0,4.01
59.97,204.28,0,2.37
396.61,294.3,3,4.02
149.01,206.88,3,3.99
348.21,202.53,3,3.44
188.35,220.6,9,6.54
13.06,247.02,3,5.06
63.85,224.31,9,6.5
163.49,211.14,0,2.66
283.49,198.88,9,6.04
377.91,187.47,0,2.03
52.73,201.06,9,6.01
23.85,293.1,3,3.89
304.95,214.22,9,7.14
399.33,221.37,9,6.42
296.76,177.61,3,1.62
296.91,295.35,3,4.05
89.71,164.92,6,2.23
106.2,236.37,3,5.4
334.11,266.96,9,4.97
377.09,226.34,6,10.5
360.17,163.45,6,1.84
318.32,169.54,6,2.43
88.48,220.74,0,3.1
187.79,280.76,9,3.51
30.24,164.33,3,1.44
305.19,239.43,9,5.89
355.08,179.9,6,5.18
312.15,163.06,3,1.35
231.34,292.8,3,4.04
171.99,232.47,3,5.89
326.92,241.96,6,8.81
51.09,265.28,0,3.22
234.14,248.61,0,3.91
184.62,282.02,0,2.55
329.04,170.45,0,1.45
237.17,218.21,9,6.74
156.22,274.38,9,4.21
63.82,242.52,6,8.73
5.2,212.89,6,11.93
282.5,237.34,3,5.66
334.81,230.61,6,8.95
214.84,195.59,6,9.36
295,276.13,0,2.75
206.57,217.02,9,6.69
369.76,221.58,6,11
396.86,266.54,0,3.3
322.37,267.17,6,5.26
22.81,274.64,3,4.22
241.45,188.12,3,1.78
0.54,162.46,3,1.39
97.39,256.31,6,6.25
3.03,256.1,6,6.73
285.3,156.37,6,1.75
41.64,261.57,6,6.67
116.67,238.87,0,3.68
189.85,248.4,6,7.32
241.38,254.63,0,3.92
388.97,185.72,9,4.5
147.48,157.73,3,1.11
28.98,238.59,0,3.4
364.24,233.37,3,5.82
344.71,210.79,6,11.58
291.6,155.25,6,1.67
331.02,232.84,3,5.94
47.1,215.69,6,11.45
32.25,281.47,3,4.06
297.66,230.4,9,5.92
329.01,185.51,6,5.81
16.31,161.77,6,1.43
61.35,227.39,9,6
117.79,214.15,0,2.86
130.58,239.92,6,8.41
234.23,274.41,3,4.13
208.52,161.41,3,1.22
361.02,178.08,6,4.1
251.02,183.83,0,1.94
87.16,268.78,3,4.34
289.41,201.48,9,6.24
220.76,188.66,0,2.18
243.74,278.16,9,3.79
224.59,285.24,0,2.44
240.64,258.62,0,3.55
121.31,270.6,0,3.05
7.29,175.98,6,4.17
176.07,181.59,9,3.9
118.61,276.27,0,2.6
324.34,219.54,9,6.69
64.32,164.64,0,1.7
301.35,181.31,6,4.71
12.47,218.21,6,11.02
347.44,182.71,6,5.91
198.2,218.98,0,2.81
80.92,286.72,3,4.03
291.8,289.3,0,2.27
78.2,162.54,9,2.06
55.53,191.32,6,7.77
13.2,199.09,9,5.95
167.03,225.78,6,10.44
15.57,173.19,3,1.53
58.92,165.91,3,1.49
62.66,275.99,9,4.13
49.87,206.87,6,11.63
357.68,261.99,0,3.33
224.92,263.6,0,3.41
112.81,177.03,6,4.33
273,246.51,9,5.66
198.87,251.55,0,3.95
161.44,187.14,3,1.81
54.84,272.49,6,5.83
80.21,237.96,0,3.69
138.08,165.38,3,1.29
89.73,257.6,3,4.59
94.77,235.17,3,5.79
253.36,190.9,0,2.15
125.11,215.13,3,4.95
249.7,202.46,0,2.33
129.73,262.97,0,3.34
367.3,172.89,3,1.56
30.88,288.74,3,4.06
376.18,166.81,6,1.77
198.07,152.87,6,1.39
170.6,299.17,3,3.94
347.45,236.84,0,3.44
278.66,205.89,0,2.58
195.3,273.47,6,4.46
250.13,265.11,3,4.38
61.56,227.67,0,3.33
359.17,213.26,3,4.78
235.2,299.1,3,4.05
375.06,234.18,9,6.04
309.39,247.07,6,8.52
165.93,278.61,3,4.12
264.41,178.74,3,1.58
52.39,265.41,3,4.3
24.88,165.83,3,1.51
387.93,247.21,0,3.89
354.65,179.83,9,3.8
114.25,296.85,3,4.31
52.5,237.26,6,9.17
282.5,180.68,0,1.65
318.11,200.92,0,2.46
148.46,166.74,9,2.37
151.66,156.86,9,1.55
333.17,251.23,3,4.75
344.82,221.86,6,11.01
336.28,281.18,6,5.27
92.78,260.66,0,3.49
182.61,159.1,9,1.7
42.14,201.03,3,3.36
98.64,163.51,3,1.4
132.39,262.97,9,5.08
116.86,151.54,6,1.41
374.42,247.56,9,5.45
103.72,288.39,6,5.27
291.54,170.86,3,1.52
377.23,279.14,0,2.65
24.14,242.38,0,3.68
46.92,237.68,0,3.31
394.91,186.28,0,2
251.76,183.62,0,1.9
17.96,171.69,3,1.46
171.11,225.29,0,3.03
319.77,219.33,6,11.28
94.9,165.06,6,2.3
37.92,151.4,9,1.31
323.61,224.51,3,5.52
147.41,236.49,0,3.62
112.31,166.53,0,1.18
105.85,252.74,9,5.48
273.05,152.93,3,1.09
15.46,259.6,9,5.27
180.88,249.31,6,8.35
206.27,266.33,6,5.73
55.71,202.81,0,2.39
168.87,179.2,9,3.66
257.03,286.99,0,2.11
3.62,170.26,3,1.65
349.33,281.74,0,2.69
41.64,211.84,0,2.85
15.01,187.96,9,4.71
332.85,231.66,6,10.58
318.61,237.54,6,9.29
294.94,273.68,6,6.34
155.74,174.86,9,3
113.06,165.62,9,2.18
262.94,158.33,3,1.21
261.8,235.3,0,3.33
167.26,254.38,3,4.62
67.57,192.02,0,2.24
200.24,166.51,3,1.64
55.91,200.85,6,9.95
295,207.99,6,10.82
150.84,247.42,9,5.46
276.86,270.74,6,4.98
281.54,156.23,3,1.1
249.5,215.51,3,4.84
187.36,248.96,9,5.51
370.1,221.09,6,11.15
20.73,184.59,3,1.72
233.34,265,9,4.97
272.09,275.57,6,5.47
173.43,191.35,3,1.97
262.78,289.72,0,2.32
28.48,176.19,0,1.9
375.98,201.13,9,6.42
3.68,164.36,6,1.37
171.27,167.23,0,1.36
257.45,257.22,9,5.5
53.61,188.94,6,6.88
310.86,181.52,0,1.84
99.09,173.04,0,1.65
28.61,200.15,9,6.13
243.83,160.23,0,1.03
155.38,258.69,9,5.24
117.28,179.13,6,5.43
128.96,224.66,9,6.22
41.03,198.77,3,3.17
85.18,256.59,9,5.26
276.83,203.13,3,3.36
255.89,209.11,9,6.99
117.44,168.84,6,2.56
27.74,175.84,6,3.5
150.47,215.06,9,6.9
167.11,224.45,0,2.89
143.69,246.51,6,7.64
16.04,244.48,0,3.76
110.1,256.85,3,4.52
197.13,241.25,3,5.26
371.73,158.12,9,1.68
83.33,294.37,3,4.21
147.93,157.8,3,1.18
149.82,229.84,3,5.95
254.67,275.08,0,2.77
380.18,173.56,3,1.68
47.46,246.72,3,4.78
188.61,150.63,9,1.29
361.7,257.08,3,4.51
53.43,235.02,9,5.89
216.47,243.71,9,5.8
103.9,229.07,0,3.21
270.6,289.72,9,2.53
342.89,183.55,9,4.14
99.87,220.6,0,3.07
368.2,193.77,9,5.31
68.28,232.92,3,5.72
350.99,176.82,6,3.85
313.52,283,6,4.67
386.33,269.06,6,5.75
228.92,289.86,9,2.44
284.82,216.74,9,6.82
98.14,201.33,3,3.21
214.72,158.05,9,1.8
330.33,231.24,6,8.69
227.96,203.58,0,2.44
238.97,216.46,6,11.43
95.73,233.76,9,5.88
331.9,216.04,6,11.27
256.39,267.8,0,3.02
274.23,243.29,9,5.67
274.6,211.84,9,7.07
331.77,215.97,9,6.96
223.36,181.59,0,1.94
395.21,253.16,9,5.48
18.4,173.39,6,3.85
257.56,277.74,0,2.71
312.15,174.46,3,1.68
234.74,195.66,0,2.24
23.18,198.67,9,6.04
267.48,272.07,9,4.59
276.38,162.33,0,1.23
358.21,178.36,6,4.78
185.07,201.83,6,9.21
117.38,215.13,9,6.96
32.65,242.31,0,3.63
153.56,202.25,6,10.3
136.43,162.61,6,1.95
171.2,282.72,9,3.18
160.34,205.12,0,2.6
42.64,252.39,6,7.11
96.74,163.24,6,0.95
233.25,275.76,3,4.34
45.31,231.8,9,5.99
215.64,176.11,3,1.52
195.43,205.47,9,6.72
159.04,235.86,0,3.44
184.43,161.21,9,1.86
140.05,226.97,6,10.64
349.45,272.01,3,4.23
71.42,211.98,6,12.23
308.39,156.58,6,1.07
263.74,274.94,6,5.22
27.74,175.84,0,1.6
5.75,215.36,3,4.82
7.68,272.28,6,5.83
298.6,165.2,0,1.31
86.81,226.76,9,6.22
259.85,165.27,0,1.29
72.85,242.87,0,3.62
356.48,204.21,9,6.73
198.71,260.87,0,3.46
112.84,169.68,9,2.6
377.18,226.06,9,6.13
358.44,158.47,0,1.01
191.95,224.1,6,11.05
134.94,160.21,3,1.18
372.47,169.61,9,2.69
66.78,156.38,3,1.11
130.12,253.02,9,5.3
157.26,290.85,3,3.98
61.02,206.1,0,2.53
351.19,267.03,0,3.11
38.39,160.44,9,1.74
268.15,172.48,9,2.88
8.03,194.82,0,2.21
128.7,209.88,9,7.3
1.82,242.87,9,5.61
92.43,211.63,0,2.99
78.09,188.59,9,4.8
45.32,187.07,3,1.91
116.49,151.33,0,0.71
106.81,230.12,6,10
187.48,186.77,0,1.82
393.94,206.73,6,10.79
43.16,156.93,6,1.16
81.72,163.52,9,2.18
189.09,249.52,9,5.57
328.28,245.3,3,5.19
358.72,191.6,6,8.33
109.36,186.91,6,6.63
81.99,212.68,0,2.83
289.05,162.75,9,2.16
58.92,245.81,9,5.56
370.84,196.37,3,2.71
105.23,209.74,9,7.45
386.05,249.8,0,3.8
29.11,180.54,6,5.8
154.56,279.35,9,3.78
144.39,219.61,6,10.66
362.14,175.7,6,3.86
243.02,152.1,6,1.04
91.7,204.35,6,10.19
157.16,256.03,3,4.87
33.66,164.08,0,1.35
380.29,150.07,0,0.79
183.27,288.81,6,4.39
261.74,215.21,3,5.09
376.09,175.07,0,1.68
23.23,150.42,0,0.97
377.09,226.34,0,3.1
285.84,172.48,0,1.63
335.94,259.11,6,7.21
209,176.71,3,1.6
4.11,237.19,3,5.43
353.46,156.23,9,1.62
