Concentration,Temperature,Dose (mol%),Response
23.27,233.34,0,47.04
140.77,96.02,0,42.74
112.24,29.61,0,40.67
77.57,169.75,0,52.69
172.91,47.17,0,42.01
49.36,93.88,0,42.42
13.74,172.11,0,51.47
94.5,56.74,0,41.02
83.84,236.04,0,46.67
131.35,172.56,0,51.38
61.26,67.32,0,41.79
68.08,211.39,0,45.86
156.07,123.37,0,49.71
56.14,57.75,0,41.65
191.01,61.58,0,41.28
1.77,84.43,0,42.51
12.44,110.43,0,46.07
133.8,31.19,0,39.74
127.28,61.92,0,41.57
196.15,81.05,0,42.76
91.54,98.05,0,43.14
96.82,107.05,0,45.45
195.8,89.83,0,42.96
16.71,162.54,0,52.58
113.59,227.49,0,47.47
97.7,191.36,0,46.66
194.84,105.7,0,43.37
164.89,238.29,0,47.21
59.61,97.04,0,43.62
15.79,218.26,0,46.38
30.32,125.63,0,49.22
49.91,25.34,0,40.51
170.76,113.24,0,47.25
169.39,82.18,0,42.37
188.74,115.27,0,47.81
199.09,52.35,0,41.9
51.93,228.05,0,47.24
198.07,241.56,0,47.81
105.99,249.89,0,47.51
48.08,120.79,0,48.71
13.93,44.25,0,41.37
124.26,139.13,0,53.8
119.37,186.74,0,47.57
1.67,172.79,0,51.95
152.89,156.47,0,54.36
106.29,223.32,0,45.43
196.23,114.03,0,46.4
54.39,178.19,0,50.31
153.22,85.89,0,43.03
65.02,44.02,0,40.61
161.43,104.35,0,44.54
100.62,90.51,0,41.66
165.34,73.51,0,42.39
150.19,141.16,0,54.39
94.26,43.46,0,40.48
187.81,178.53,0,49.92
28.16,108.63,0,45.85
78.64,129.56,0,50.89
161.65,87.13,0,42.4
21.09,34.68,0,39.2
2.28,134.97,0,51.66
176.03,99.4,0,42.89
44.1,207.45,0,46.26
194.23,232.78,0,46.32
137.73,167.83,0,52.69
21.85,81.84,0,41.61
3.08,147.35,0,57.09
74.22,153.31,0,55.22
103,158.27,0,53.71
138.83,45.04,0,40.06
47.39,214.43,0,45.76
167.7,152.08,0,55.6
196.11,226.36,0,47.09
68.38,187.08,0,48.68
183.28,237.28,0,47.47
62.58,145.66,0,54.56
169.61,117.86,0,47.91
121.55,99.74,0,43.25
115.53,229.29,0,46.8
140.74,135.08,0,52.04
152.17,179.88,0,49.9
164.76,61.47,0,42.12
130.44,55.73,0,41.97
181.23,37.04,0,40.16
79.03,100.53,0,43.14
160.53,193.95,0,46.43
14.19,56.4,0,41.44
94,110.09,0,45.43
118.63,187.98,0,47.2
80.72,142.4,0,54.28
166.91,218.71,0,46.41
86.25,228.28,0,46.31
89.81,212.86,0,46.36
13.69,233.12,0,45.55
186.64,216.12,0,46.05
176.51,169.41,0,52.25
51.29,197.89,0,45.46
113.16,214.66,0,46.79
124.73,144.65,0,55.37
167.1,101.65,0,43.48
10.11,247.64,0,47.94
143.21,217.58,0,46.52
142.95,233,0,47.45
57.59,223.44,0,46.58
175.87,236.27,0,47.86
114.25,206.22,0,46.16
4.74,244.48,0,47.44
13.67,139.58,0,53.2
40.86,166.82,0,52.43
193.62,219.83,0,46.54
19.07,248.54,0,47.9
189.35,241.11,0,47.59
111.81,171.55,0,51.55
188.95,146.45,0,55.3
0.87,96.14,0,44.02
100.12,87.92,0,42.51
190.44,130.58,0,51.42
104.29,115.5,0,47.31
45.55,77.9,0,41.63
24.04,104.46,0,43.93
132.36,233.68,0,47.56
87.84,160.97,0,53.25
171.76,160.41,0,53.99
86.47,180.44,0,49.56
159.55,206.55,0,45.75
188.81,79.25,0,42.36
60.95,49.2,0,41.13
34.14,211.06,0,46.52
168.73,112.91,0,46.58
25.11,104.01,0,43.96
163.36,128.78,0,50.05
131.9,241.9,0,47.16
142.79,91.3,0,42.97
13.53,30.18,0,40.95
47.63,209.59,0,45.53
62.67,94.67,0,42.46
197.89,202.05,0,45.2
188.16,124.61,0,48.82
54.81,132.83,0,51.25
176.69,82.52,0,42.15
91.59,228.84,0,46.62
49.33,220.17,0,45.92
180.02,72.84,0,42.22
116.64,192.03,0,47.23
13.4,195.07,0,46.03
168.93,238.74,0,48.18
192.7,103.11,0,43.46
40.75,35.36,0,41.23
93.75,50.33,0,40.79
187.66,45.82,0,41.35
65.04,239.87,0,47.35
135.56,99.62,0,42.46
46.48,88.71,0,42.8
134.22,240.88,0,47.24
16.45,200.36,0,45.71
114.52,191.7,0,47.26
122,145.55,0,56.19
59.88,83.75,0,42.99
13.29,173.69,0,49.7
74.29,202.28,0,44.34
152.87,184.83,0,48.5
96.91,199.12,0,45.59
17.68,180.1,0,50.51
162.99,179.65,0,50.75
86.56,112.23,0,46.83
28,56.97,0,41.92
29.29,238.41,0,46.84
181.25,25.23,0,40.82
40.64,80.27,0,42.37
11.55,163.78,0,53.03
120.49,244.15,0,47.72
18.47,219.38,0,45.46
145.67,240.66,0,47.63
82.22,26.69,0,40.85
23.32,224.11,0,47.15
142.81,61.13,0,41.73
174.14,248.87,0,48.43
190.19,119.88,0,47.83
169.12,66.76,0,41.68
187.71,242.23,0,47.17
115.37,226.03,0,46.86
165.31,225.69,0,46.3
141.48,186.41,0,48.98
39.17,108.52,0,45.17
174.81,207.68,0,45.78
83.85,167.05,0,52.46
158.84,78.91,0,43.05
20.65,227.26,0,47.64
62.77,176.73,0,50.15
0.03,92.98,0,42.14
10.47,98.5,0,42.98
69.16,240.77,0,47.88
191.56,107.5,0,44.95
93.26,169.52,0,52.16
164.44,98.84,0,43.04
163.43,135.64,0,52.52
188.35,63.72,0,40.94
140.43,165.02,0,53.11
140.23,133.62,0,51.4
152.49,203.63,0,45.71
129.56,90.17,0,42.14
179.68,225.24,0,46.77
44.47,163.33,0,53.57
151.46,115.72,0,47.4
113.24,184.27,0,48.95
170,31.08,0,41.11
125.25,76.44,0,41.65
185.85,89.04,0,42.69
162.83,157.59,0,54.39
167.87,93.66,0,42.61
138.79,161.53,0,53.93
65.33,182.92,0,49.31
181.99,95.12,0,42.76
125.32,82.85,0,41.89
176.34,157.48,0,53.79
168.54,94.56,0,42.81
32.05,243.02,0,46.96
63.35,36.82,0,40.26
142.4,42.11,0,40.65
147.57,85.11,0,43.06
70.16,229.85,0,47.05
137.32,62.48,0,41.32
128.1,89.72,0,43.05
96.18,118.42,0,48.18
61.29,200.59,0,45.65
61.87,61.36,0,41.78
130.87,184.49,0,49.18
138.93,179.09,0,49.28
140.23,147.01,0,55.28
124.55,242.46,0,47.27
194.62,126.98,0,49.98
124.96,90.85,0,42.97
149.64,183.03,0,48.91
135.51,103.34,0,43.66
152.21,96.7,0,43.12
165.37,215.22,0,45.69
134.55,207.34,0,46.11
192.56,48.97,0,42.11
190.15,96.81,0,43.36
164.24,61.69,0,42.05
183.69,119.77,0,47.92
78.58,245.72,0,47.37
62.87,41.1,0,40.55
100.08,97.82,0,41.93
182.76,159.05,0,54.42
55.15,79.03,0,41.73
67.49,248.76,0,48.79
56.85,92.31,0,42.26
110.13,234.02,0,47.85
126.46,140.82,0,53.88
170.99,169.3,0,51.86
118.23,123.82,0,49.99
52.65,207.9,0,45.33
104.29,153.09,0,55.47
54.16,151.06,0,55.16
119.22,223.77,0,46.61
166.73,234.24,0,46.68
74.19,129,0,50.63
184.15,153.43,0,54.8
141.86,130.13,0,50.52
48.4,150.05,0,55.3
174.74,64.73,0,41.01
9.37,93.21,0,42.68
100.63,160.18,0,53.44
55.57,141.38,0,53.31
126.26,54.83,0,42.27
73.69,153.88,0,55.11
84.97,177.06,0,50.09
159.68,67.66,0,41.88
169.69,128.21,0,49.91
147.77,226.81,0,46.28
87.32,122.25,0,48.96
157.69,46.16,0,40.89
102.47,55.28,0,41.7
18.98,182.69,0,48.15
39.85,150.39,0,56.35
78.55,159.95,0,54.76
85.79,164.68,0,52.71
40.4,37.49,0,41.41
75.81,238.97,0,47.11
183.01,239.08,0,46.85
124.13,77.23,0,42.04
101.38,124.72,0,49.35
178.05,40.2,0,40.8
62.78,201.71,0,45.82
189.14,30.97,0,40.32
59.99,223.66,0,46.74
175.42,79.14,0,42.33
94.46,99.29,0,42.88
156.75,139.69,0,54.61
71.56,41.55,0,40.71
67.99,218.15,0,46.01
9.92,213.08,0,45.72
79.19,36.14,0,41.47
174.12,33.44,0,40.02
159.66,197.32,0,45.73
40.98,33.1,0,40.82
50.2,120.34,0,47.96
106.26,237.84,0,46.86
104.03,91.75,0,42.62
91.6,106.38,0,45.22
77.1,74.07,0,42.1
18.28,150.28,0,55.12
12.54,93.55,0,43.54
103.6,174.36,0,50.34
3.51,104.69,0,44.6
100.49,236.61,0,47.71
22.09,157.82,0,54.03
150.85,129.45,0,50.62
178.46,51.56,0,41.94
38.32,120.9,0,48.61
28.57,166.26,0,53.15
42.23,249.1,0,47.53
168.18,230.75,0,46.58
39.84,100.75,0,43.43
58.1,109.98,0,46.24
151.76,122.59,0,49.23
115.86,204.3,0,45.57
107.82,125.85,0,50.05
149.49,107.17,0,45.23
63.25,94.11,0,42.49
115.34,182.47,0,48.42
135.42,70.47,0,42.22
52.05,156.8,0,55.06
185.83,214.77,0,46.46
6.09,211.17,0,46.34
182.12,211.73,0,45.87
1.57,110.66,0,45.08
117.75,79.93,0,42.45
104.68,29.73,0,40.28
49.51,151.18,0,56.61
38.77,160.29,0,53.95
16.55,199.01,0,45.96
75.07,80.04,0,42.21
20.38,148.47,0,55.77
78.37,166.6,0,52.47
106.5,165.7,0,52.98
86.26,238.86,0,48.3
33.37,69.01,0,42.09
176.19,192.93,0,47.29
70.98,234.92,0,47.73
173.68,245.05,0,47.35
29.39,109.08,0,46.94
171.15,44.47,0,40.86
100.3,220.06,0,45.73
127.19,189.56,0,47.41
174.11,165.47,0,52.19
147.81,217.02,0,47.35
45.78,186.63,0,48.57
199.53,183.37,0,48.7
80.36,76.66,0,41.87
188.54,107.62,0,44.86
26.3,60.46,0,41.46
97.92,204.41,0,45.32
18.41,144.42,0,54.99
14.2,63.38,0,41.58
157.8,67.43,0,42.36
71.84,229.4,0,47.44
40.69,170.09,0,51.27
69.47,26.8,0,39.14
149.77,42.9,0,41.11
183.5,109.87,0,46.03
178.37,94.9,0,42.68
112.44,232.89,0,46.91
55.73,205.43,0,44.98
140.53,55.05,0,41.94
100.96,136.09,0,52.46
101.13,159.5,0,54.25
140.45,60.23,0,41.43
189.42,133.95,0,52.11
158.55,167.27,0,52.79
109.33,47.29,0,41.57
18.77,53.14,0,41.46
2.88,184.72,0,48.61
76.84,71.82,0,42.26
51.07,234.69,0,46.89
144.43,78.24,0,41.71
147.49,193.72,0,46.88
196.22,187.53,0,48.63
138.21,222.31,0,45.41
8.75,66.08,0,42.1
135.21,145.32,0,55.53
87.95,197.1,0,46.04
55.67,197.21,0,45.96
135.49,237.96,0,46.71
76.87,134.63,0,51.67
22.95,29.84,0,40.51
1.53,58.2,0,41.25
31.9,156.92,0,54.87
59.06,88.59,0,42.39
39.33,193.61,0,47.17
130.19,31.53,0,40.23
14.46,87.36,0,43.13
82.63,235.03,0,46.88
1.98,102.89,0,43.45
63.13,100.3,0,43.43
183.02,36.26,0,41.18
150.48,237.73,0,47.34
115.42,120,0,47.72
152.2,119.32,0,48.05
81.88,124.84,0,49.72
126.48,176.05,0,50.65
158.9,88.03,0,43.29
190.11,55.84,0,41.34
55.49,217.13,0,46.15
194.62,196.76,0,45.89
68.12,70.02,0,42.12
94.19,220.29,0,46.41
16.7,248.99,0,47.56
179.58,181.57,0,48.94
96.61,143.3,0,53.79
69.18,69.46,0,41.51
149.73,92.76,0,42.77
168.97,182.24,0,48.99
51.31,28.15,0,40.63
107.19,191.25,0,47.21
47.9,51.9,0,42.03
158.52,115.05,0,47.03
83.93,245.27,0,47.87
73.96,98.39,0,42.82
23.98,223.1,0,46.09
2,168.06,0,52.43
133.29,154.1,0,56.4
46.08,127.43,0,49.78
118.34,54.94,0,41.36
27.43,199.57,0,45.8
93.82,196.2,0,46.01
121.35,151.63,0,55.65
39.22,57.53,0,41.4
79.31,136.77,0,52.47
142.64,100.64,0,44.03
151.24,72.5,0,41.88
33.95,190.35,0,47.58
76.08,47.4,0,40.73
132.7,221.52,0,46.35
167.22,168.4,0,52.22
12.49,82.4,0,42.62
167.42,185.28,0,48.82
85.99,66.98,0,41.43
111.95,39.86,0,40.67
138.72,125.29,0,49.29
8.07,183.59,0,48.8
147.72,100.19,0,42.98
32.88,224,0,47.22
123.41,59.55,0,41.61
46.84,164.01,0,53.81
11.53,75.43,0,41.75
163.48,220.96,0,46.42
102.99,162.32,0,52.35
171.14,52.46,0,41.01
108.71,30.4,0,40.31
112.68,185.51,0,48.77
129.73,189.22,0,47.66
84.53,128.33,0,50.13
145,201.15,0,46.66
112.14,167.61,0,53
194.01,0,10,49.77
34.16,0.15,10,50.04
388.98,0.3,10,49.71
207.2,0.45,10,49.95
245.67,0.6,10,49.16
94.64,0.75,10,50.21
193.4,0.9,10,50.1
171.66,1.05,10,49.69
29.96,1.2,10,50.43
42.46,1.35,10,50.57
334.99,1.5,10,49.29
95.93,1.65,10,49.71
77.98,1.8,10,49.71
201.96,1.95,10,49.62
307.5,2.1,10,50.51
24.78,2.25,10,49.99
230.72,2.4,10,49.96
47.68,2.55,10,49.09
14.58,2.7,10,50.4
21.1,2.85,10,49.47
333.67,3,10,50.11
47.19,3.15,10,50.22
18.06,3.3,10,50.76
175.16,3.45,10,49.43
337.6,3.6,10,48.57
104.96,3.75,10,50.17
168.69,3.9,10,50.98
15.97,4.05,10,50.7
179.63,4.2,10,50.18
231.05,4.35,10,49.83
228.36,4.5,10,50.48
132.97,4.65,10,49.59
126.21,4.8,10,50.31
42.65,4.95,10,50.32
146.72,5.1,10,50.6
39.8,5.25,10,51.45
306.64,5.4,10,50.26
386.51,5.55,10,49.81
388.03,5.7,10,50.05
346.03,5.85,10,49.18
240.32,6,10,49.72
280.35,6.15,10,49.86
114.08,6.3,10,49.8
252.31,6.45,10,50.14
182.26,6.6,10,49.65
192.81,6.75,10,50.62
303.11,6.9,10,50.06
112.77,7.05,10,50.05
127.22,7.2,10,49.89
369.86,7.35,10,50.13
22.49,7.5,10,50.47
194.25,7.65,10,49.62
365.12,7.8,10,49.72
244.15,7.95,10,49.9
218.56,8.1,10,49.38
99.9,8.25,10,49.64
137.31,8.4,10,49.81
340.82,8.55,10,50.48
223.69,8.7,10,50.18
205.9,8.85,10,50.14
39.83,9,10,50.47
6.41,9.15,10,49.98
385.47,9.3,10,50.24
150.79,9.45,10,49.99
241.29,9.6,10,50.17
31.89,9.75,10,49.75
273.25,9.9,10,48.82
373.03,10.06,10,49.97
230.27,10.21,10,50.75
50.45,10.36,10,50.5
232.69,10.51,10,50.52
306.54,10.66,10,50.65
162.57,10.81,10,50.08
351.94,10.96,10,50.13
259.47,11.11,10,49.72
359.7,11.26,10,49.87
249.4,11.41,10,50.34
52.52,11.56,10,50.63
123.88,11.71,10,49.96
80.72,11.86,10,49.81
363.53,12.01,10,50.03
304.16,12.16,10,50.33
270.56,12.31,10,49.31
120.39,12.46,10,48.88
73.62,12.61,10,49.75
302.58,12.76,10,49.42
189.66,12.91,10,49.77
90.32,13.06,10,49.95
246.65,13.21,10,49.8
16.13,13.36,10,50.75
130.47,13.51,10,50.19
187.42,13.66,10,50.17
59.18,13.81,10,50.33
393.86,13.96,10,49.45
83.64,14.11,10,50.54
52.14,14.26,10,49.98
81.41,14.41,10,50.35
307.62,14.56,10,49.48
170.2,14.71,10,49.24
226.17,14.86,10,50.43
8.4,15.01,10,50.21
13.77,15.16,10,49.57
178.33,15.31,10,49.58
326.66,15.46,10,50.58
354.1,15.61,10,49.42
34.68,15.76,10,50.84
215.35,15.91,10,49.56
365.29,16.06,10,50.33
155.19,16.21,10,49.85
331.83,16.36,10,50.31
53.48,16.51,10,49.74
374.16,16.66,10,49.93
300.57,16.81,10,50.03
376.53,16.96,10,49.51
270.65,17.11,10,50.38
145.36,17.26,10,49.75
375.27,17.41,10,49.9
110.23,17.56,10,49.51
132.87,17.71,10,48.73
280.32,17.86,10,49.91
306.13,18.01,10,51.21
371.76,18.16,10,50.4
81.92,18.31,10,50
319.2,18.46,10,49.88
295.42,18.61,10,50.02
25.52,18.76,10,50.28
154.89,18.91,10,49.42
113.11,19.06,10,50.56
121.8,19.21,10,50.36
393.18,19.36,10,50.36
257.11,19.51,10,50.22
287.07,19.66,10,50.01
390.65,19.81,10,50.34
150.88,19.96,10,50.3
320.74,20.11,10,49.83
173.81,20.26,10,49.72
347.81,20.41,10,50.05
72.26,20.56,10,50.78
379.07,20.71,10,49.38
87.51,20.86,10,49.27
130.49,21.01,10,50.09
302.48,21.16,10,50.03
157.5,21.31,10,50.09
243.28,21.46,10,50.12
177.83,21.61,10,49.89
296.95,21.76,10,50.75
91.33,21.91,10,49.2
23.38,22.06,10,49.59
119.97,22.21,10,49.95
189.72,22.36,10,49.18
67.21,22.51,10,49.91
141.92,22.66,10,50.83
159.99,22.81,10,50.01
22.96,22.96,10,50.12
233.32,23.11,10,49.37
353.74,23.26,10,49.69
60.7,23.41,10,49.81
239.12,23.56,10,49.84
265.9,23.71,10,50.64
167.73,23.86,10,50.28
280.44,24.01,10,49.44
164.29,24.16,10,50.12
201.85,24.31,10,50.25
2.94,24.46,10,50.57
276.69,24.61,10,50.79
264.54,24.76,10,49.49
15.36,24.91,10,49.59
147.3,25.06,10,49.37
391.61,25.21,10,49.88
168.29,25.36,10,50.23
200.78,25.51,10,50.49
363.97,25.66,10,49.96
286.9,25.81,10,49.84
232.83,25.96,10,50.08
319.12,26.11,10,49.58
345.75,26.26,10,51.05
182.76,26.41,10,49.2
190.04,26.56,10,50.09
154.42,26.71,10,51.01
386.68,26.86,10,50
278.87,27.01,10,49.91
33.29,27.16,10,49.82
345.18,27.31,10,49.91
192.22,27.46,10,50.69
27.5,27.61,10,48.9
219.89,27.76,10,50.77
166.87,27.91,10,49.29
351.1,28.06,10,49.87
81.6,28.21,10,49.79
330.59,28.36,10,50.3
223.08,28.51,10,49.2
21.84,28.66,10,50.23
388.74,28.81,10,51.01
205.05,28.96,10,49.32
116.35,29.11,10,50.1
187.76,29.26,10,49.67
343.14,29.41,10,50.22
121.96,29.56,10,50.01
77.07,29.71,10,49.68
51.63,29.86,10,50.25
119.14,30.02,10,50.91
312.02,30.17,10,49.91
188.65,30.32,10,50.36
90.99,30.47,10,49.36
66.47,30.62,10,49.53
133.09,30.77,10,50.24
375.97,30.92,10,50.75
137.21,31.07,10,50.18
395.25,31.22,10,49.85
194.09,31.37,10,50.01
71.67,31.52,10,49.38
356.46,31.67,10,50.31
184.14,31.82,10,50.45
283.87,31.97,10,49.78
393.48,32.12,10,49.77
20.07,32.27,10,50.14
38.68,32.42,10,49.79
288.18,32.57,10,49.98
112.73,32.72,10,51.06
73.72,32.87,10,49.89
15.74,33.02,10,49.83
8.74,33.17,10,49.69
309.79,33.32,10,50.38
53.77,33.47,10,49.92
187.09,33.62,10,49.69
242.36,33.77,10,50.67
171.34,33.92,10,50.72
10.84,34.07,10,49.71
313.4,34.22,10,49.08
4.21,34.37,10,50.52
304.76,34.52,10,49.67
357.32,34.67,10,50.41
173.14,34.82,10,49.03
214.22,34.97,10,50.46
190.79,35.12,10,49.41
155.68,35.27,10,50.38
354.97,35.42,10,50.03
357.57,35.57,10,49.54
134.33,35.72,10,49.82
246.03,35.87,10,50.36
370.76,36.02,10,50.07
384.82,36.17,10,50.31
203.58,36.32,10,51.01
181.13,36.47,10,49.24
111.48,36.62,10,50.83
383.55,36.77,10,50.08
57.13,36.92,10,49.58
231.93,37.07,10,49.36
113.02,37.22,10,49.93
111.6,37.37,10,50.49
161.99,37.52,10,49.96
399.52,37.67,10,50.78
21.99,37.82,10,49.3
231.42,37.97,10,50.02
33.03,38.12,10,49.4
61.81,38.27,10,50.21
175.83,38.42,10,50.48
204.18,38.57,10,49.82
103.52,38.72,10,48.73
126.58,38.87,10,50.13
34.79,39.02,10,50.25
121.29,39.17,10,50.24
386.62,39.32,10,50.65
377.88,39.47,10,49.5
133.95,39.62,10,50.38
228.34,39.77,10,50.63
363.84,39.92,10,49.15
2.47,40.07,10,50.2
324.27,40.22,10,49.79
379.35,40.37,10,50
36.53,40.52,10,50.22
64.58,40.67,10,49.8
384.3,40.82,10,49.71
215.02,40.97,10,50.06
5.68,41.12,10,49.5
103.05,41.27,10,49.5
179.98,41.42,10,50.39
277.16,41.57,10,49.47
293.26,41.72,10,50.38
398.17,41.87,10,50.28
115,42.02,10,49.19
215.29,42.17,10,49.71
213.33,42.32,10,50.65
162.26,42.47,10,49.56
67.66,42.62,10,49.82
390.98,42.77,10,50.29
341.33,42.92,10,50.45
199.33,43.07,10,49.93
241.3,43.22,10,49.76
90.9,43.37,10,50.77
217.51,43.52,10,50.93
277.99,43.67,10,50.55
206.07,43.82,10,50.1
396.11,43.97,10,49.66
244.54,44.12,10,49.65
148.39,44.27,10,50.33
308.86,44.42,10,50.28
68.19,44.57,10,50.77
153.81,44.72,10,50.39
138.78,44.87,10,49.32
172.72,45.02,10,50.6
312.71,45.17,10,49.57
193.67,45.32,10,49.88
317.61,45.47,10,50.2
230.6,45.62,10,51.07
136.83,45.77,10,51.63
323.99,45.92,10,50.38
95.32,46.07,10,49.99
89.75,46.22,10,50.35
201.8,46.37,10,50.52
104.34,46.52,10,49.92
3.63,46.67,10,50.98
259.32,46.82,10,50.2
204.44,46.97,10,50.33
178.21,47.12,10,50.42
386.79,47.27,10,50.3
228.48,47.42,10,50.51
345.37,47.57,10,49.78
55.78,47.72,10,49.81
227.68,47.87,10,49.54
347.19,48.02,10,50.31
233.24,48.17,10,50.48
287.21,48.32,10,50.32
148.82,48.47,10,50.93
36.98,48.62,10,50.1
183.16,48.77,10,50.43
157.79,48.92,10,49.55
346.82,49.07,10,49.91
97.6,49.22,10,50.45
386.69,49.37,10,50.53
383.26,49.52,10,49.96
99.05,49.67,10,50.07
139.22,49.82,10,49.35
358.22,49.97,10,49.93
386.65,50.13,10,50.56
177.38,50.28,10,50.4
128.4,50.43,10,50.36
210.44,50.58,10,50.14
275.11,50.73,10,50.12
109.39,50.88,10,49.79
294.59,51.03,10,50.47
20.66,51.18,10,50.33
19.72,51.33,10,50.37
154.52,51.48,10,49.86
141.39,51.63,10,49.05
126.25,51.78,10,50.67
196.41,51.93,10,49.89
128.29,52.08,10,49.7
76.9,52.23,10,50.48
123.79,52.38,10,49.94
389.96,52.53,10,50.66
164.45,52.68,10,50.44
177.89,52.83,10,50.48
230.62,52.98,10,49.45
393.34,53.13,10,50.75
96.64,53.28,10,50.27
272.51,53.43,10,49.96
286.39,53.58,10,50.22
242.93,53.73,10,49.26
35.43,53.88,10,50.35
270.75,54.03,10,49.63
25.64,54.18,10,49.47
238.46,54.33,10,49.39
295.83,54.48,10,50.71
84.39,54.63,10,49.84
336.65,54.78,10,50.92
12.14,54.93,10,49.89
337.53,55.08,10,49.31
184.13,55.23,10,49.6
87.04,55.38,10,50.78
53.51,55.53,10,50.09
381.32,55.68,10,49.89
29.07,55.83,10,50.25
79.64,55.98,10,50.42
139.13,56.13,10,50.73
248.09,56.28,10,50.9
217.92,56.43,10,49.99
50.26,56.58,10,49.51
115.89,56.73,10,49.97
95.5,56.88,10,50.31
85.42,57.03,10,49.7
164.46,57.18,10,49.7
281.61,57.33,10,50.36
86.98,57.48,10,50.16
146.67,57.63,10,50.2
156.37,57.78,10,49.81
390.58,57.93,10,50.08
381.87,58.08,10,49.73
320.06,58.23,10,50.64
96.66,58.38,10,50.71
27.21,58.53,10,49.28
126.76,58.68,10,49.74
106.72,58.83,10,49.45
202.37,58.98,10,49.88
311.09,59.13,10,50.16
343.33,59.28,10,49.48
337.95,59.43,10,49.75
143.87,59.58,10,49.71
274.89,59.73,10,50.32
125.13,59.88,10,50.25
24.36,60.03,10,49.86
280.63,60.18,10,50.31
3.93,60.33,10,49.95
163.67,60.48,10,50.09
131.75,60.63,10,51.06
277.35,60.78,10,50.9
306.5,60.93,10,49.58
121.64,61.08,10,50.64
324.65,61.23,10,50.64
117.57,61.38,10,49.66
178.53,61.53,10,50.64
290.81,61.68,10,51.01
277.17,61.83,10,49.68
394.95,61.98,10,49.78
90.06,62.13,10,50.75
264.93,62.28,10,50.38
243.87,62.43,10,50.52
366.04,62.58,10,50.42
62.54,62.73,10,50.45
300.72,62.88,10,49.59
227.31,63.03,10,50.78
109.87,63.18,10,50.84
189.77,63.33,10,50.14
133.51,63.48,10,50.24
231.73,63.63,10,49.5
355.6,63.78,10,50.52
227.72,63.93,10,50.55
252.69,64.08,10,50.24
207.5,64.23,10,50.83
20.47,64.38,10,50.11
93.14,64.53,10,50.56
196.8,64.68,10,49.77
124.09,64.83,10,50.27
72.71,64.98,10,50.2
201.65,65.13,10,50.4
129.12,65.28,10,50.1
103.24,65.43,10,50.22
185.59,65.58,10,50.7
53.31,65.73,10,50.07
371.1,65.88,10,49.49
347.08,66.03,10,51.17
283.05,66.18,10,50.99
42.49,66.33,10,49.66
310.35,66.48,10,50.65
323.18,66.63,10,50.05
307.11,66.78,10,50.44
45.59,66.93,10,50.46
257.56,67.08,10,50.2
333.73,67.23,10,49.92
230.94,67.38,10,49.97
258.56,67.53,10,49.86
183.35,67.68,10,49.91
211.48,67.83,10,50.29
13.75,67.98,10,49.97
255.59,68.13,10,50.67
32.58,68.28,10,51.07
174.01,68.43,10,50.04
117.06,68.58,10,50.46
218.17,68.73,10,50.59
53.37,68.88,10,50.58
276.66,69.03,10,50.38
318,69.18,10,50.72
65.34,69.33,10,50.59
41.73,69.48,10,49.73
58.21,69.63,10,50.79
350.85,69.78,10,50.8
211.28,69.93,10,49.98
186.9,70.09,10,50.38
42.68,70.24,10,50.7
259.82,70.39,10,50.26
347.2,70.54,10,50.9
331.27,70.69,10,51.55
250.42,70.84,10,49.98
30.11,70.99,10,49.68
44.96,71.14,10,50.53
19.72,71.29,10,50.74
102.99,71.44,10,50.27
54.26,71.59,10,51.11
104.02,71.74,10,49.72
154.02,71.89,10,50.74
377.19,72.04,10,50.09
244.15,72.19,10,51.25
333.99,72.34,10,51.39
284.14,72.49,10,50.02
45,72.64,10,50.13
294.37,72.79,10,50.83
110.04,72.94,10,50.21
255.64,73.09,10,50.39
136.38,73.24,10,50.42
399.07,73.39,10,49.45
105.42,73.54,10,50.41
111.65,73.69,10,50.07
372.27,73.84,10,50.18
9.86,73.99,10,51.15
278.68,74.14,10,49.8
290.13,74.29,10,50.84
334.55,74.44,10,50.29
389.78,74.59,10,50.3
390.24,74.74,10,50.83
26.11,74.89,10,50.61
328.74,75.04,10,50.73
258.52,75.19,10,50.93
258.94,75.34,10,50.28
51.34,75.49,10,50.14
260.07,75.64,10,49.91
392.99,75.79,10,50.04
364.73,75.94,10,51.93
175.65,76.09,10,51.08
15.98,76.24,10,49.79
144.92,76.39,10,49.81
330.56,76.54,10,50.71
280.6,76.69,10,50.75
183.74,76.84,10,50.75
22.04,76.99,10,50.35
170.76,77.14,10,50.42
187.61,77.29,10,50.65
371.42,77.44,10,50.53
256.43,77.59,10,49.38
124.66,77.74,10,50.38
210.13,77.89,10,50.07
26.42,78.04,10,50.59
389.03,78.19,10,51.99
144.02,78.34,10,50.69
191.15,78.49,10,50.35
142.11,78.64,10,50.97
273,78.79,10,50.75
264.89,78.94,10,50.73
286.13,79.09,10,50.82
107.26,79.24,10,51.55
126.27,79.39,10,49.96
50.1,79.54,10,50.76
262.2,79.69,10,50.07
15.92,79.84,10,50.81
239.07,79.99,10,50.08
347.88,80.14,10,50.33
356.33,80.29,10,50.39
179.62,80.44,10,51.03
183.72,80.59,10,51.01
30.79,80.74,10,49.93
268.31,80.89,10,50.58
328.5,81.04,10,50.2
97.86,81.19,10,49.93
168.52,81.34,10,50.45
335.54,81.49,10,50.41
350.85,81.64,10,51.78
